EAN;CODIGO;DESCRICAO
;520;ALENDRONATO SOD EMS 70MG C/2 CP 10580
;521;ALENDRONATO DE SODIO 70MG CX 2 COMP
;522;ALENDRONATO DE SODIO 70MG CX 2 COMP
7896004715322;523;ALENDRONATO SOD EMS 70MG C/4 CP 10581
;524;ALENDRONATO SOD GMD 70MG C/4 CP
;525;ALENDRONATO SOD EUR 70MG C/4 CP
;526;ALENDRONATO DE SODIO 70MG CX 4 COMP
;527;ALENDRONATO DE SODIO 70MG CX 5 COMP
7896181918943;528;ALENIA 12/400MCG C/60 CAPS REFIL
7896181918950;529;ALENIA 12/400MCG C/60CAPS+INALAD
;530;ALENIA 6+100MCG CX 60 CAP+INAL
;531;ALENIA 6+200MCG CX 60 CAP+INAL
;532;INAT.ALENIA 6+200MCG PO INAL FR 60 CAP
;533;ALERFIN 100MCG SPRAY NAS 120 DOS
;534;ALERGALIV 10MG CX 12 COMP
7896004712673;535;ALERGALIV 10MG CX 15 COMP
;536;ALERGALIV 10MG CX 15 COMP
;537;ALERGALIV 10MG CX 6 COMP
;538;ALERGALIV 1MG XPE FR 100ML
;539;ALERGALIV D 1+12MG XPE FR 60ML
;540;ALERGCORTEN 20MG CX 20 COMP
;541;ALERGCORTEN 5MG CX 20 COMP
;542;ALERGINYL SOL FR 20ML
;543;ALERGO FILINAL XPE ADU FR 100ML
;544;ALERGO FILINAL XPE INF 50ML
;545;ALERGOLON 4MG C/21 COMP
;546;ALERGONIL 2MG CX 20 COMP
;547;ALERGONIL SOL ORAL FR 100ML
;548;ALERGOVALLE CX 20 COMP
;549;ALERGOVALLE PLUS CX 20 COMP
;550;ALERGOVALLE PLUS XPE FR 120ML
;551;ALERGOVALLE XPE FR 120ML
;552;ALERGYO 2MG CX 20 COMP
;553;ALERGYO 2MG/5ML SOL ORAL FR 100ML
;554;ALERMINE 2MG CX 20 COMP
;555;ALERMINE XPE FR 100ML
;556;ALERSIN CX 6 COMP
;557;ALERSIN SOL FR 75ML
;558;ALETIR 10MG CX 6 COMP
;559;ALETIR SOL ORAL FR 75ML
;560;ALEXA C/24 COMP
;561;ALFA INTERFERONA 2A 3000MUI INJ CX 1FA+D
;562;ALFA INTERFERONA 2A 4500MUI INJ CX 1FA+D
;563;ALFA INTERFERONA 2A 9000MUI INJ CX 1FA+D
;564;ALFA XPE FR 100ML
;565;ALFAD 0,25MCG FR 30 CAP
;566;ALFAEPOETINA HUMANA RECOMBINANTE 10000UI
;567;ALFAEPOETINA HUMANA RECOMBINANTE 10000UI
;568;ALFAEPOETINA HUMANA RECOMBINANTE 10000UI
;569;ALFAEPOETINA HUMANA RECOMBINANTE 10000UI
;570;ALFAEPOETINA HUMANA RECOMBINANTE 10000UI
7896014660193;571;ALFAEPOETINA HUMANA RECOMBINANTE 10000UI
;572;ALFAEPOETINA HUMANA RECOMBINANTE 1000UI
;573;ALFAEPOETINA HUMANA RECOMBINANTE 1000UI
;574;ALFAEPOETINA HUMANA RECOMBINANTE 1000UI
;575;ALFAEPOETINA HUMANA RECOMBINANTE 1000UI
;576;ALFAEPOETINA HUMANA RECOMBINANTE 1000UI
;577;ALFAEPOETINA HUMANA RECOMBINANTE 1000UI
;578;ALFAEPOETINA HUMANA RECOMBINANTE 1000UI
;579;ALFAEPOETINA HUMANA RECOMBINANTE 1000UI
;580;ALFAEPOETINA HUMANA RECOMBINANTE 2000UI
;581;ALFAEPOETINA HUMANA RECOMBINANTE 2000UI
;582;ALFAEPOETINA HUMANA RECOMBINANTE 2000UI
;583;ALFAEPOETINA HUMANA RECOMBINANTE 2000UI
;584;ALFAEPOETINA HUMANA RECOMBINANTE 2000UI
;585;ALFAEPOETINA HUMANA RECOMBINANTE 2000UI
;586;ALFAEPOETINA HUMANA RECOMBINANTE 2000UI
;587;ALFAEPOETINA HUMANA RECOMBINANTE 2000UI
;588;ALFAEPOETINA HUMANA RECOMBINANTE 3000UI
;589;ALFAEPOETINA HUMANA RECOMBINANTE 3000UI
;590;ALFAEPOETINA HUMANA RECOMBINANTE 3000UI
;591;ALFAEPOETINA HUMANA RECOMBINANTE 3000UI
;592;ALFAEPOETINA HUMANA RECOMBINANTE 3000UI
;593;ALFAEPOETINA HUMANA RECOMBINANTE 3000UI
;594;ALFAEPOETINA HUMANA RECOMBINANTE 40000UI
;595;ALFAEPOETINA HUMANA RECOMBINANTE 40000UI
;596;ALFAEPOETINA HUMANA RECOMBINANTE 40000UI
;597;ALFAEPOETINA HUMANA RECOMBINANTE 40000UI
;598;ALFAEPOETINA HUMANA RECOMBINANTE 4000UI
;599;ALFAEPOETINA HUMANA RECOMBINANTE 4000UI
;600;ALFAEPOETINA HUMANA RECOMBINANTE 4000UI
;601;ALFAEPOETINA HUMANA RECOMBINANTE 4000UI
;602;ALFAEPOETINA HUMANA RECOMBINANTE 4000UI
;603;ALFAEPOETINA HUMANA RECOMBINANTE 4000UI
;604;ALFAEPOETINA HUMANA RECOMBINANTE 4000UI
;605;ALFAEPOETINA HUMANA RECOMBINANTE 4000UI
7896014660179;606;ALFAEPOETINA HUMANA RECOB. 4000UI INJ 1FA / 1ML
;607;ALFAEPOETINA HUMANA RECOMBINANTE 4000UI
;608;ALFASIN 1MG CX 30 COMP
;609;ALFUSINA CX 30 COMP
;610;ALGAS REGI 500MG CX 30 CAP
;611;ALGASIV CR 30G
;612;ALGASIV INFERIOR C/12
;613;ALGASIV SUPERIOR C/12
;614;ALGASIV INFERIOR SACHET C/02
;615;ALGASIV SUPERIOR SACHET C/02
;616;ALGEXIN 250+10MG CX 10 DRG
;617;ALGEXIN COMPOSTO 333,4+6,64MG FR 15ML
;618;ALGI DORSEROL CX 20 COMP
;619;ALGI TANDERIL C/12 COMP
;620;ALGI TANDERIL C/30 COMP
;621;ALGI BETAZOLON FR GTS 20ML
;622;ALGI BUTAZOLON CX 20 COMP
;623;ALGICE CX 20 DRG
;624;ALGIFLEX 200MG CX 20 COMP
;625;ALGINAC 1+50+50+50MG CX 14 COMP
7891721013010;626;ALGINAC 1MG C/15 COMP
7891721029639;626;ALGINAC 1MG C/15 COMP
7891721008405;627;ALGINAC C/30 COMP           NOVO
7891721029646;627;ALGINAC C/30 COMP           NOVO
;628;ALGINAC 1+50+50+50MG FR 30 COMP
7891721008368;629;ALGINAC INJ 3AMP X1ML+3AMP X 2ML
;630;ALGI-REUMATRIL 200MG FR 20 COMP
;631;ALGIRONA 500MG CX 200 COMP
;632;ALGIRONA GTS FR 10ML
;633;ALGI FLANDERIL 300MG CX 20 COMP
7898049796519;634;ALGI FLANDERIL 600MG CX 20 COMP
;635;ALHO DESODORIZADO 180MG CX 50 CAP
;636;ALHO DO MATO XPE FR 150ML
;637;ALICURA ADU CX 50BL X 4 COMP
;638;ALIDOR 500MG CX 20 COMP SB LARANJA
;639;ALIMAX 10MUI SPRAY FR 50ML
;640;ALIMTA 500MG FR 50ML
;641;ALIN 400MG CX 1 COMP MAST
;642;ALIN 400MG SUS ORAL FR 10ML
;643;ALITRAQ ENV 76G SB BAUNILHA
;644;ALIVBABY 100MUI+200MG POM BG 60G
;645;ALIVE SOL NAS 30ML UQ
;646;ALIVIADOR AEROSOL FR 150 ML
;647;ALIVIADOR POMADA 23G
;648;ALIVIAN 7,5MG CX 10 COMP
;649;ALIVIC XPE ADU FR 100ML
;650;ALIVIC XPE BALS ADU FR 150ML
;651;ALIVIC XPE PED FR 100ML
;652;ALIVIOL POM BG 20G
7891142115430;653;ALIVIUM 400MG C/10 COMP
7891142115478;654;ALIVIUM 50MG GTS 30ML
7891142115386;655;ALIVIUM 600MG C/10 COMP
;656;ALIVIUM 600MG BLISTER 48X4 COMP
;657;ALKAGEL LIQ FR 240ML
;658;ALKASELTZER CX 5 ENV X 2 COMP EFV
;659;ALKASELTZER CX 50 ENV X 2 COMP EFV
;660;ALKAZOL 15MG FR 14 CAP
;661;ALKAZOL 30MG FR 14 CAP
;662;ALKAZOL 30MG FR 7 CAP
;663;ALKERAN 2MG CX 25 COMP
;664;ALKERAN 50MG INJ IV CX 1AMP
7891058168049;665;ALLEGRA 120MG C/10 COMP
7891058169015;666;ALLEGRA 180MG C/10 COMP
;667;ALLEGRA INFANTIL 30MG C/20 COMP
7891058024314;668;ALLEGRA 60MG C/10 COMP
7891058006716;669;ALLEGRA D C/10 COMP D1
;670;ALLEGRA D 60+120MG CX 6 COMP
;671;ALLESTRA 75/20MCG C/21 COMP
7896004705378;672;ALLEXOFEDRIN 120MG 10 COMPRIMIDOS
7896004768588;672;ALLEXOFEDRIN 120MG 10 COMPRIMIDOS
7896004705385;673;ALLEXOFEDRIN 180MG CX 10 COMP
7896004768571;673;ALLEXOFEDRIN 180MG CX 10 COMP
;674;ALOIS 10MG C/30 COMP          C1
;675;ALOMIDE SOL OFT FR 5ML
7897595602114;676;ALOPURINOL 300MG 30CPR SANDOZ
;677;ALOPURINOL 300MG CX 30 COMP
;678;ALPHAGAN SOL OFT 10ML
7897316801017;679;ALPHAGAN SOL OFT 5ML
7897316804209;680;ALPHAGAN P SOL OFT 5ML
;681;ALPRAZOLAM EMS 0,25MG C/20CP  B1
;682;ALPRAZOLAM 0,25MG CX 20 COMP
;683;ALPRAZOLAM 0,25MG CX 20 COMP
;684;ALPRAZOLAM GMD 0,25MG C/20CP  B1
;685;ALPRAZOLAM 0,25MG CX 20 COMP
;686;ALPRAZOLAM EUR 0,25MG C/20CP  B1
7896004718811;687;ALPRAZOLAM 0,25MG 30CPR EMS
7896004718859;688;ALPRAZOLAM 0,25MG 30CPR GERMED
;689;ALPRAZOLAM 0,25MG FR 20 COMP
;690;ALPRAZOLAM 0,5MG CX 20 COMP
;691;ALPRAZOLAM EUR 0,5MG C/20CP   B1
;692;ALPRAZOLAM 0,5MG CX 20 COMP
;693;ALPRAZOLAM GMD 0,50MG C/20CP  B1
;694;ALPRAZOLAM 0,5MG CX 20 COMP
;695;ALPRAZOLAM 0,5MG CX 20 COMP
;696;ALPRAZOLAM EMS 0,50MG C/20CP  B1
7896004718866;697;ALPRAZOLAM 0,5MG 30CPR GERMED
7896004718804;698;ALPRAZOLAM 0,50MG 30CPR EMS
;699;ALPRAZOLAM 0,5MG FR 20 COMP
;700;ALPRAZOLAM 1MG CX 20 COMP
;701;ALPRAZOLAM EUR 1MG C/20 COMP  B1
;702;ALPRAZOLAM 1MG CX 20 COMP
;703;ALPRAZOLAM EMS 1MG C/20 COMP  B1 10405
;704;ALPRAZOLAM GMD 1MG C/20 CP    B1
;705;ALPRAZOLAM 1MG CX 20 COMP
7896004718828;706;ALPRAZOLAM 1MG 30CPR EMS
7896004718873;707;ALPRAZOLAM GMD 1MG 30CPR GERMED
;708;ALPRAZOLAM 1MG FR 20 COMP
;709;ALPRAZOLAM GMD 2MG C/20 CP    B1
;710;ALPRAZOLAM 2MG CX 20 COMP
;711;ALPRAZOLAM EMS 2MG C/20 COMP  B1
;712;ALPRAZOLAM 2MG CX 30 COMP
7896004718897;713;ALPRAZOLAM GMD 2MG C/30 CP B1
7896004718842;714;ALPRAZOLAM EMS 2MG C/30 COMP  B110648
;715;ALREX COL 5ML.
;716;ALRINTE CX 30 COMP
7891317003173;717;ALTIVA 120MG C/10 COMP
7897076910554;717;ALTIVA 120MG C/10 COMP
7891317003180;718;ALTIVA 180MG C/10 COMP
7897076910585;718;ALTIVA 180MG C/10 COMP
;719;ALTROX 0,25MG C/20 COMP       B1
;720;ALTROX 0,5MG C/20 COMP        B1
;721;ALTROX 1MG C/20 COMP          B1
;722;ALUDROXIL 300MG CX 24 COMP
;723;ALUDROXIL 62MG SUS ORAL FR 100ML
;724;ALUDROXIL 62MG SUS ORAL FR 200ML
;725;ALVENT SOL CX 20 FLAC X 2ML
;726;ALVERGALIV 1MG XPE FR 100ML
;727;ALVESCO SOL INAL 160MCG 120 DOSE
;728;ALVESCO 160MCG SOL INAL FR X 60DOS
;729;ALVESCO SOL INAL 80MCG 120 DOSES
;730;ALVESCO SOL INAL 80MCG 60 DOSES
;731;ALZEX CX 30 COMP
;732;ALZOBEN 200MG CX 12 COMP
;733;ALZOBEN 200MG CX 2 COMP
;734;ALZOBEN 400MG CX 1 COMP
;735;ALZOBEN 400MG CX 5 COMP
;736;ALZOBEN 40MG FR PL 10ML
;737;ALZOBEN 40MG FR VD 10ML
;738;AMARGOL DISPLAY 6 FR X 10ML
;739;AMARGOL FR 100ML
;740;AMARGOL FR 60ML
;741;AMARYL 1MG C/30 COMP
;742;AMARYL 2MG C/30 COMP
;743;AMARYL 4MG C/30 COMP
;744;AMBEZETAL 500MG CX 12 CAP
;745;AMBEZETAL 500MG CX 6 CAP
;746;AMBISOME 50MG INJ CX 10 FA
;747;AMBRA-SINTO T SUS FR 30ML
;748;AMBRA-SINTO T SUS FR 60ML
;749;AMBRIZOL 15MG/5ML XPE INF FR 100ML
;750;AMBRIZOL 30MG/5ML XPE ADU FR 100ML
;751;AMBRIZOL 7,5MG SOL OR FR 50ML
;752;AMBROFLUX 3MG XPE FR 120ML
;753;AMBROFLUX 6MG XPE FR 120ML
;754;AMBROL 15MG/5ML XPE ADU FR 100ML
;755;AMBROL 30MG/5ML XPE PED FR 100ML
;756;AMBROSIL 250MG CX 20 COMP
;757;AMBROSIL 40MG SUS FR 80ML
;758;AMBROTEN SOL GTS FR 30ML
;759;AMBROTEN XPE ADU FR 100ML
;760;AMBROX 3MG XPE PED 100ML
;761;AMBROX 6MG XPE ADU 100ML
;762;AMBROXMED XPE ADU FR 120ML
;763;AMBROXMED XPE INF FR 100ML
;764;AMBROXMED XPE X 100ML
;765;AMBROXMED XPE X 120ML
;766;AMEBIL 40MG SUS PED FR 120ML
;767;AMELOVAS 10MG CX 20 COMP
;768;AMELOVAS 10MG CX 30 COMP
;769;AMELOVAS 5MG CX 20 COMP
;770;AMELOVAS 5MG CX 30 COMP
;771;AMENOFIL SOL FR 20ML
;772;AMENOPAN 40MG CX 30 CAP
;773;AMICALIN 100MG INJ CX 50 AMP X 2ML
;774;AMICALIN 500MG INJ CX 50 AMP X 2ML
;775;AMICILON 100MG INJ CX 50AMP+50DIL
;776;AMICILON 250MG INJ CX 50AMP+50DIL
;777;AMICILON 500MG INJ CX 50AMP+50DIL
;778;AMICOZOL 20MG CREME DERM BG 28G
;779;AMIDALIN 1,035+5MG CX 20 PAST SB FRAMBOE
;780;AMIDALIN 1,035+5MG CX 20 PAST SB MEL-LIM
;781;AMIDALIN 1,035+5MG DISPLAY X 4 PASTMENTA
;782;AMIDALIN 1,035+5MG DISPLAY 25BL X 4 PAST
;783;AMIDALIN 1,035+5MG DISPLAY X 4 PAST MEL E LIMÃO
;784;AMIDALIN 1,035+5MG DISPLAYL X4 PASTLARAN
;785;AMIDALIN 1+5MG CX 20 PAST SB CEREJA
;786;AMIDALIN 1+5MG CX 20 PAST SB LARAN
;787;AMIDALIN 1+5MG CX 20 PAST SB MENTA
;788;AMIDALIN 1+5MG SPRAY FR 25ML SB LARAN
;789;AMIDALIN 1+5MG SPRAY FR 25ML SB MENTA
;790;AMIDALON SOL FR 20ML
;791;AMIGDALOL CX 20 PAST
;792;AMILORID CX 30 COMP
;793;AMILORIDA+HIDROCLOROTIAZIDA 2,5+25MG CX
;794;AMILORIDA+HIDROCLOROTIAZIDA 5+50MG CX 30
;795;AMINOFILINA NOVARTI 0,1G C/20 CP
;796;AMINOFILINA 100MG CX 20 COMP
;797;AMINOFILINA NOVARTIS GTS 10ML
;798;AMINOFILINA 200MG CX 20 COMP
;799;AMINOFILINA NOVARTI 0,2G C/20 CP
;800;AMINOFILINA 24MG INJ CX 100 AMP X 10ML
;801;AMINOLIV 100MG CX 20 COMP
;802;AMINOLIV 200MG CX 20 COMP
;803;AMINOVAC GTS 15ML
7897851220069;804;AMIOBAL 100MG C/30 COMP
;805;AMIOBAL 200MG C/30 COMP
;806;AMIODEX 200MG CX 20 COMP
;807;AMIORON 100MG CX 20 COMP
7899095200456;808;AMIORON 200MG CX 20 COMP GEOLAB
;809;AMIRETIC 50+5MG CX 30 COMP
;810;AMLOCOR 10MG C/30 COMP
;811;AMLOCOR 2,5MG CX 30 COMP
;812;AMLOCOR 5MG C/30 COMP
;813;AMLODIL 10MG CX 20 COMP
;814;AMLODIL 5MG CX 20 COMP
;815;AMLOPRAX 5MG CX 20 COMP
;816;AMLOVASC 10MG CX 20 COMP
;817;AMLOVASC 10MG CX 30 COMP
;818;AMLOVASC 5MG CX 20 COMP
;819;AMLOVASC 5MG CX 30 COMP
;820;AMOFLUX 250MG SUS FR 60ML
;821;AMOFLUX 500MG CX 10 CAP
;822;AMOXACIN 250MG SUS ORAL FR 150ML
;823;AMOXACIN 250MG SUS ORAL FR 60ML
;824;AMOXACIN 500MG CX 10 COMP
;825;AMOXACIN 500MG CX 15 COMP
;826;AMOXACIN 500MG SUS ORAL FR 150ML
;827;AMOXADENE 125MG/5ML SOL FR 150ML
;828;AMOXADENE 250MG/5ML SOL FR 150ML
;829;AMOXADENE 500MG CX 12 CAP
;830;AMOXADENE 500MG CX 21 CAP
;831;AMOX-EMS 250MG/5ML SUS ORAL FR 150ML
;832;AMOX-EMS 500MG CX 1 COMP
;833;AMOX-EMS 500MG SUS FR 150ML
;834;AMOXIBEL 250MG SUS FR 150ML
;835;AMOXIBEL 250MG SUS FR 60ML
;836;AMOXIBEL 500MG CX 12 CAP
;837;AMOXIBEL 500MG CX 21 CAP
;838;AMOXIBEL 500MG SUS FR 150ML
;839;AMOXIBRON 250MG SUS ORAL FR 150ML
;840;AMOXIBRON 250MG SUS ORAL FR 60ML
;841;AMOXIBRON 500MG CX 12 COMP
;842;AMOXIBRON 500MG CX 21 CAP
;843;AMOXICAP 125MG SUS FR 45ML
;844;AMOXICAP 250MG SUS FR 150ML
;845;AMOXICAP 250MG SUS FR 60ML
;846;AMOXICAP 500MG CX 12 CAP
;847;AMOXICAP 500MG CX 21 CAP
;848;AMOXICICLINA 250MG SUS ORAL 150ML
;849;AMOXICICLINA CX 10 CAP
;850;AMOXICILINA 100MG SUS ORAL FR 150ML
;851;AMOXICILINA MED 125MG SUSP 150ML
;852;AMOXICILINA EUR 125MG SUSP 150ML
;853;AMOXICILINA MED 200MG SUSP 100ML
7896004700458;854;AMOXICILINA EMS 250MG SUSP 150ML 11037
7896714205731;855;AMOXICILINA 250MG PO SUS 150ML
;856;AMOXICILINA 250MG SUSP 150ML MEDLEY
;857;AMOXICILINA 250MG SOL OR FR 150ML
;858;AMOXICILINA 250MG SUS 150ML
7896004702216;859;AMOXICILINA 250MG SUSP 150ML GERMED
;860;AMOXICILINA 250MG SUS ORAL FR 150ML
7891317001568;861;AMOXICILINA 250MG SUSP 150ML EUROFARMA
;862;AMOXICILINA BRF 250MG SUSP 150ML
;863;AMOXICILINA 400MG SUSP 100ML MEDLEY
7896004704593;864;AMOXICILINA EMS 400MG SUSP 100ML 10201
7896004709116;865;AMOXICILINA 400MG SUSP 100ML GERMED
7891317005054;866;AMOXICILINA EUR 400MG SUSP 100ML
;867;AMOXICILINA 500MG CX 100BL X 7 CAP
;868;AMOXICILINA 500MG CX 12 CAP
;869;AMOXICILINA 500MG CX 12 CAP
;870;AMOXICILINA 500MG CX 12 CAP
;871;AMOXICILINA 500MG CX 15 CAP
7896004702247;872;AMOXICILINA 500MG 15CPS GERMED
;873;AMOXICILINA EUR 500MG C/15 CAPS
;874;AMOXICILINA 500MG 15CPS EMS
;875;AMOXICILINA MED 500MG C/15 CAPS
;876;AMOXICILINA 500MG CX 15 CAP
;877;AMOXICILINA 500MG CX 15 CAP
;878;AMOXICILINA 500MG CX 16 COMP
;879;AMOXICILINA 500MG CX 20 COMP
;880;AMOXICILINA 500MG CX 21
;881;AMOXICILINA MED 500MG 21CPS MEDLEY
7891317001636;882;AMOXICILINA 500MG 21CPS EUROFARMA
7896112192015;883;AMOXICILINA 500MG 21CPS TEUTO
;884;AMOXICILINA 500MG CX 21 CAP
7896004700427;885;AMOXICILINA EMS 500MG C/21 CAPS 11002
;886;AMOXICILINA 500MG CX 21 CAP
;887;AMOXICILINA 500MG CX 21 CAP
;888;AMOXICILINA 500MG CX 21 CAP
;889;AMOXICILINA 500MG CX 21 CAP
;890;AMOXICILINA 500MG CX 21 CAP
;891;AMOXICILINA BRF 500MG C/21 CAPS
7896714207384;892;AMOXICILINA NEO QUIM. 500MG CX 21 CAP
;893;AMOXICILINA GMD 500MG C/21 CAPS
;894;AMOXICILINA 500MG CX 21 COMP
;895;AMOXICILINA 500MG CX 30 CAP
;896;AMOXICILINA 500MG CX 30 CAP
;897;AMOXICILINA 500MG 30CPS EUROFARMA
;898;AMOXICILINA 500MG CX 30 CAP
;899;AMOXICILINA MED 500MG C/30 CAPS
7896004718996;900;AMOXICILINA EMS 500MG C/30 CAPS 10651
;901;AMOXICILINA 500MG CX 30 COMP
;903;AMOXICILINA 500MG CX 50BL X 7 CAP
;904;AMOXICILINA 500MG CX 6 CAP
;905;AMOXICILINA 500MG CX 72 CAP
;906;AMOXICILINA MED 500MG SUSP 150ML
7896004705477;907;AMOXICILINA EMS 500MG SUSP 150ML 10229
;908;AMOXICILINA 500MG SUSP 150ML EUROFARMA
;909;AMOXICILINA 50MG PO EXTEMP FR 150ML
;910;AMOXICILINA 50MG PO SUS ORAL FR 150ML
;911;AMOXICILINA 50MG PO SUS ORAL FR 60ML
;912;AMOXICILINA UNQ 250MG SUSP 150ML
7896004710501;913;AMOXICILINA GMD 875MG C/14 COMP
7896004706382;914;AMOXICILINA EMS 875MG C/14 COMP 10276
7891317008406;915;AMOXICILINA EUR 875MG C/14CAPS
;916;AMOXICILINA 875MG CX 14 COMP
;917;AMOXICILINA 875MG CX 30 COMP
;918;AMOXICILINA+CLAV POTASSIO 1000MG+200MG C
;919;AMOXICILINA+CLAV POTASSIO 125+31,25MG SU
;920;AMOXICILINA+CLAV POTASSIO 125+31,25MG SU
;921;AMOXICILINA+CLAV POTASSIO 125MG SUS ORAL
;922;AMOXICILINA+CLAV POTASSIO 125MG/5ML SUS
;923;AMOXICILINA+CLAV POTASSIO 1G INJ CX 10 F
;924;AMOXICILINA+CLAV BRF 250MG 75ML
;925;AMOXICILINA+CLAV POTASSIO 250+62,5MG SUS
;926;AMOXICILINA+CLAV POTASSIO 250+62,5MG SUS
;927;AMOXICILINA+CLAV POTASSIO 250MG SUS ORAL
7896004703428;928;AMOXICILINA+CLAV 250MG 75ML EMS
;929;AMOXICILINA+CLAV POTASSIO 500+100MG CX 5
7896004703404;930;AMOXICILINA+CLAV 500MG 12CPS EMS
;931;AMOXICILINA+CLAV POTASSIO 500+125MG CX 1
;932;AMOXICILINA+CLAV BRF 500MG 18 CP
;933;AMOXICILINA+CLAV POTASSIO 500+125MG CX 1
7896004703411;934;AMOXICILINA+CLAV EMS 500MG 18CP 10148
;935;AMOXICILINA+CLAV POTASSIO 500+125MG CX 3
;936;AMOXICILINA+CLAV BRF 500MG C/6CP
;937;AMOXICILINA+CLAV POTASSIO 500+125MG CX 6
;938;AMOXICILINA+CLAV RAN 500MG 18 CP
;939;AMOXICILINA+CLAV RAN 500MG C/6CP
;940;AMOXICILINA+CLAV RAN 400MG 70ML
;941;AMOXICILINA+CLAV POTASSIO 875+125MG CX 1
;942;AMOXICILINA+CLAV SAN 875MG 20 CP
;943;AMOXIL 125MG SUSP 150ML
7896015556983;944;AMOXIL 250MG SUSP 150ML
7896015591441;944;AMOXIL 250MG SUSP 150ML
;945;AMOXIL 500MG C/15 CAPS
7896015556990;946;AMOXIL 500MG C/21 CAPS
;947;AMOXIL 500MG C/30 CAPS
;948;AMOXIL 500MG SUSP 150ML
;949;AMOXIL BD 200MG SUSP 100ML
;950;AMOXIL BD 400MG  SUSP 100ML
;951;AMOXIL BD 875MG C/14 COMP REV
;952;AMOXIL BD 875MG C/20 COMP
;953;AMOXIMED 250MG FR 150ML
;954;AMOXIMED 500MG C/21CAPS.
;955;AMOXIMED 500MG SUS OR FR 150ML
;956;AMOXINA 250MG SUS FR 60ML
;957;AMOXINA 500MG CX 12 CAP
;958;AMOXINA 500MG CX 21 CAP
;959;AMOXINA 500MG CX 8 CAP
;960;AMOXI-PED 125MG FR 150ML
;961;AMOXI-PED 250MG FR 150ML
;962;AMOXI-PED 500MG FR 150ML
;963;AMOXITAN 250MG PO SUS 60ML
;964;AMOXITAN 250MG PO SUS FR 150ML
;965;AMOXITAN 500MG CX 12 CAP
;966;AMOXITAN 500MG CX 6 CAP
;967;AMPHOCIL 100MG INF CX 1FA+DIL
;968;AMPHOCIL 50MG INJ CX 1FA+DIL
;969;AMPICIFLAN 250MG PO SUS 60ML
;970;AMPICIFLAN 500MG CX 12 CAP
;971;AMPICIFLAN 500MG CX 6 CAP
;972;AMPICIL 1G INJ CX 10 FA+DIL EM
;973;AMPICIL 250MG FR 60ML+ENV 3G SUS EXT
;974;AMPICIL 500MG CX 48 CAP EM
;975;AMPICIL 500MG CX 6 CAP
;976;AMPICIL 500MG INJ CX 25 FA EM
;977;AMPICILASE 250MG SUS FR 60ML
;978;AMPICILASE 500MG CX 10 CAP
;979;AMPICILIL 250MG SUS FR 60ML
;980;AMPICILIL 500MG CX 10 CAP
;981;AMPICILINA EUR 250MG SUSP 60ML
;982;AMPICILINA 250ML PO SUS FR 150ML
;983;AMPICILINA 250ML PO SUS FR 60ML
;984;AMPICILINA EMS SUSP C/60ML 10004
;985;AMPICILINA 500MG CX 100BL X 6 CAP
;986;AMPICILINA 500MG CX 12 CAP
;987;AMPICILINA SAN 500MG C/12 CAPS
;988;AMPICILINA 500MG CX 12 CAP
;989;AMPICILINA EURO 500MG C/12 CAPS
7896004715742;990;AMPICILINA 500MG 12CPR EMS
;991;AMPICILINA EUR 500MG C/18 CAPS
;992;AMPICILINA 500MG CX 20 CAP
;993;AMPICILINA SAN 500MG C/24 CAPS
;994;AMPICILINA 500MG CX 24 CAP
7896004715759;995;AMPICILINA EMS 500MG C/24 COMP 10003
;996;AMPICILINA 500MG CX 48 COMP
;997;AMPICILINA 500MG CX 50BL X 6 CAP
;998;AMPICILINA EMS 500MG C/6 COMP 10001
;999;AMPICILINA EMS 250MG SUSP 150ML 10005
;1000;AMPICILINA CX 12 FA X 1G1
;1001;AMPICILINA CX 1FA X 1G
;1002;AMPICILON 250MG SUS FR 60ML
;1003;AMPICILON 250MG SUS PO FR 140ML
;1004;AMPICILON 500MG CX 12 CAP
;1005;AMPICILON 500MG CX 6 CAP
;1006;AMPICIMAX 250MG SUS FR 60ML
;1007;AMPICIMAX 500MG CX 10 CAP
;1008;AMPICINAL 250MG/5ML SUS FR 60ML
;1009;AMPICINAL 500MG CX 10 CAP
;1010;AMPICLER 500MG CX 12 CAP
;1011;AMPIGRAN 3G SUS FR PO 60ML
;1012;AMPIGRAN 500MG CX 12 COMP
;1013;AMPILOZIN 250MG SUS ORAL FR 60ML
;1014;AMPILOZIN 500MG CX 10 COMP
;1015;AMPIXIN 250MG SUS ORAL FR 60ML
;1016;AMPIXIN 500MG CX 12 CAP
;1017;AMPIXIN 500MG CX 6 CAP
;1018;AMPLACILINA 1G INJ CX 25FA+DIL X 3ML HOS
;1019;AMPLACILINA 250MG SUSP 60ML
;1020;AMPLACILINA 500MG C/12 CAPS
;1021;AMPLACIN 250MG SUS ORAL 60ML
;1022;AMPLACIN 500MG CX 12 COMP
;1023;AMPLACIN 500MG CX 24 COMP
;1024;AMPLAL 125MG FR 80ML
;1025;AMPLAL 250MG FR 150ML
;1026;AMPLAL 500MG CX 21 CAP
;1032;AMPLAVIT 15+5+5MG CX 30 DRG
;1033;AMPLIBAC 250MG FR 60ML
;1034;AMPLIBAC 500MG CX 10 COMP
7896070600126;1035;AMPLICTIL 100MG C/20 COMP     C1
7896070600034;1036;AMPLICTIL 25MG C/20 COMP      C1
